pair_id,image_1,image_2,h11,h12,h13,h21,h22,h23,h31,h32
scene_028_1_4,scene_028/1.png,scene_028/4.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_028_1_5,scene_028/1.png,scene_028/5.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_028_1_6,scene_028/1.png,scene_028/6.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_014_1_2,scene_014/1.png,scene_014/2.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_014_1_3,scene_014/1.png,scene_014/3.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_014_1_4,scene_014/1.png,scene_014/4.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_014_1_5,scene_014/1.png,scene_014/5.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_014_1_6,scene_014/1.png,scene_014/6.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_022_1_2,scene_022/1.png,scene_022/2.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_022_1_3,scene_022/1.png,scene_022/3.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_022_1_4,scene_022/1.png,scene_022/4.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_022_1_5,scene_022/1.png,scene_022/5.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_022_1_6,scene_022/1.png,scene_022/6.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_024_1_2,scene_024/1.png,scene_024/2.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_024_1_3,scene_024/1.png,scene_024/3.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_024_1_4,scene_024/1.png,scene_024/4.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_024_1_5,scene_024/1.png,scene_024/5.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_024_1_6,scene_024/1.png,scene_024/6.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_032_1_2,scene_032/1.png,scene_032/2.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_032_1_3,scene_032/1.png,scene_032/3.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_032_1_4,scene_032/1.png,scene_032/4.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_032_1_5,scene_032/1.png,scene_032/5.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_032_1_6,scene_032/1.png,scene_032/6.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_021_1_2,scene_021/1.png,scene_021/2.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_021_1_3,scene_021/1.png,scene_021/3.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_021_1_4,scene_021/1.png,scene_021/4.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_021_1_5,scene_021/1.png,scene_021/5.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_021_1_6,scene_021/1.png,scene_021/6.png,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scene_011_1_2,scene_011/1.png,scene_011/2.png,0.7085165933626549,-0.010960615753698522,-26.05957616953219,-0.1359656137544982,0.8345561775289885,103.14874050379848,-0.00023342662934826072,-1.560875649740104e-05
scene_011_1_3,scene_011/1.png,scene_011/3.png,1.5124925044973019,-0.0029563262042774335,20.92144713172097,0.2676394163501899,1.4053567859284428,-232.54047571457127,0.0004855386767939237,-4.028682790325805e-06
scene_011_1_4,scene_011/1.png,scene_011/4.png,1.9865370381483927,0.0315929504490988,27.89913781031827,0.6215467402828623,1.9611314489187623,-532.1070635539819,0.001199563904058893,-1.9819360259257035e-05
scene_011_1_5,scene_011/1.png,scene_011/5.png,0.43988739844321334,-0.010832389978060727,-19.410745233968804,-0.20779194758617925,0.7230242133418819,148.80636339046893,-0.0003880746536299977,5.9639755161739515e-06
scene_011_1_6,scene_011/1.png,scene_011/6.png,0.2014331210191083,0.003310708598726115,95.69068471337582,-0.2795879777070064,0.6519904458598726,200.76632165605096,-0.0004954617834394906,1.8019506369426754e-06
scene_010_1_2,scene_010/1.png,scene_010/2.png,0.8709564696485622,0.02358426517571885,101.58746006389777,0.12961261980830668,0.7595347444089456,59.361022364217256,0.0005510183706070288,9.076976837060703e-05
scene_010_1_3,scene_010/1.png,scene_010/3.png,1.186738566007589,0.015252646295186736,95.64210105851807,0.23249450768923505,1.0666067505492312,-20.52226882364689,0.0009748651887357698,0.00015880766926303175
scene_010_1_4,scene_010/1.png,scene_010/4.png,0.1826994110012978,0.02904262753319357,174.10402316062692,-0.0871298792053509,0.47901567335529593,116.16252370969352,-0.0003781172007587102,4.783168613357292e-05
scene_010_1_5,scene_010/1.png,scene_010/5.png,0.01270175789053136,0.014376747902516978,193.28805433479823,-0.12371154614462644,0.6022872552936476,126.5481422293248,-0.0006387634838194167,7.956951658010387e-05
scene_010_1_6,scene_010/1.png,scene_010/6.png,0.22853719420868696,0.005860309535696455,271.6824762855716,-0.07703744383424863,0.3917124313529705,202.77583624563155,-0.00024262606090863704,-4.575836245631552e-06
scene_006_1_2,scene_006/1.png,scene_006/2.png,0.32840544871794874,-0.0002669871794871795,168.79006410256412,-0.08783653846153847,0.49367988782051286,72.15845352564104,-0.0002583934294871795,4.607972756410257e-06
scene_006_1_3,scene_006/1.png,scene_006/3.png,0.2051292129311192,0.01495627395106613,171.0327208411123,-0.13149258131079886,0.5405522256067604,11.437555271691068,-0.00043317284071926895,3.512823032327798e-05
scene_006_1_4,scene_006/1.png,scene_006/4.png,1.287827235609639,-0.0035696701625170125,90.18193099031303,0.350062044672164,1.1429229044912337,-290.6892962933312,0.001034544872308062,2.55934272676327e-05
scene_006_1_5,scene_006/1.png,scene_006/5.png,2.644248252454645,0.043006788153056696,-66.46430158794294,0.7511313588427815,2.41969372499899,-912.4308052850621,0.0019083599337346964,8.365590528910259e-05
scene_006_1_6,scene_006/1.png,scene_006/6.png,-0.03295254136530268,0.008866045774299018,253.26463885861486,-0.18191816110175368,0.6665907064301991,-85.69107302090558,-0.0007110967997622114,6.851976617457643e-05
scene_005_1_2,scene_005/1.png,scene_005/2.png,0.492147958469202,0.005776901994518575,242.12295196751157,0.05802008522215776,0.4355232360413708,166.06317642587075,0.0001802168563826595,1.0748794686618522e-05
scene_005_1_3,scene_005/1.png,scene_005/3.png,0.03006787104501447,-0.017935921748677513,298.93202914462523,-0.19535881824533385,0.4578201417307116,167.4218983930532,-0.0005119373190937219,-3.9628705459626704e-05
scene_005_1_4,scene_005/1.png,scene_005/4.png,1.1413081532013645,-0.02415352145079171,186.47034699368828,0.2958098686645394,0.9740229862062757,-60.888439878767265,0.0008227321376771729,-1.0845928400668179e-05
scene_005_1_5,scene_005/1.png,scene_005/5.png,1.21031587365054,-0.031728308676529385,47.35505797680928,0.20987604958016795,1.0340863654538186,-107.31707317073172,0.0005490403838464614,-6.360555777688925e-06
scene_005_1_6,scene_005/1.png,scene_005/6.png,0.3623135434159834,-0.019256149362837104,211.0836708485627,-0.08132075471698114,0.4712832164378149,178.61305936975205,-0.00020868319668082585,-4.093746912970463e-05
scene_002_1_2,scene_002/1.png,scene_002/2.png,1.3072882797258765,0.06100245110299635,22.42709219148617,0.23326496923615628,1.132609674353459,-91.90035515982191,0.000512460607273273,4.190685808613876e-05
scene_002_1_3,scene_002/1.png,scene_002/3.png,1.5451458250099879,0.11663004394726327,155.56332401118655,0.40324610467439065,1.3713543747502994,-169.89612465041947,0.0009068218138234119,8.867558929284858e-05
scene_002_1_4,scene_002/1.png,scene_002/4.png,0.5157915593421835,0.019146027342976022,40.624133148404994,-0.14622548048345552,0.7476520705369526,100.8916187834357,-0.00026597978997424206,4.521398850802457e-05
scene_002_1_5,scene_002/1.png,scene_002/5.png,0.27308807357792664,0.04128461461561532,84.925522343297,-0.2285214435669299,0.6871538538438469,124.43267019894031,-0.0004125162451264621,5.274717584724583e-05
scene_002_1_6,scene_002/1.png,scene_002/6.png,0.18168915542228886,0.03325137431284358,82.8415792103948,-0.24946526736631686,0.6827186406796603,123.55822088955523,-0.0004685657171414293,5.302048975512244e-05
scene_016_1_2,scene_016/1.png,scene_016/2.png,0.9475537416599146,0.07697686282747651,177.41499864958138,0.25119787134011545,1.0129140033410358,13.209094819394013,0.0004728365793395953,2.7813622222889094e-05
scene_016_1_3,scene_016/1.png,scene_016/3.png,0.5805835914859598,-0.029361446987109026,-20.455681023283702,-0.2945837913460578,0.7307684620765466,188.48805835914862,-0.00043772359348456086,-4.304586789247527e-05
scene_016_1_4,scene_016/1.png,scene_016/4.png,0.8573940847322142,0.04706634692246203,268.15547561950444,0.4173361310951239,1.038269384492406,-12.979616306954437,0.0006905875299760192,2.6909472422062352e-05
scene_016_1_5,scene_016/1.png,scene_016/5.png,0.16453220743533944,0.0020072608386068015,107.53863588498993,-0.3417608536499755,0.5510414890736414,251.6522419343516,-0.0005949976432360877,6.666934100869495e-05
scene_016_1_6,scene_016/1.png,scene_016/6.png,0.05638034358769476,-0.012835597283260086,135.02796644027165,-0.3857870555333599,0.5462345185777067,255.30363563723532,-0.0006663803435876947,5.385537355173791e-05
scene_036_1_2,scene_036/1.png,scene_036/2.png,0.736006800340017,-0.0032437621881094055,13.110655532776638,0.017092854642732136,0.7104255212760637,36.0038001900095,5.888094404720236e-05,-9.383269163458172e-06
scene_036_1_3,scene_036/1.png,scene_036/3.png,0.09098813441021039,0.006655598763585602,132.33622494765183,-0.14624588692790907,0.47121348090537446,88.25406321667167,-0.0005660783727191146,8.354870874464057e-06
scene_036_1_4,scene_036/1.png,scene_036/4.png,1.4360744297719088,-0.009413865546218486,-258.063225290116,0.19478791516606642,1.2998199279711884,-196.43857543017208,0.0006165566226490596,5.186374549819927e-05
scene_036_1_5,scene_036/1.png,scene_036/5.png,1.4828756864702946,0.01963754368447329,254.5581627558662,0.297443834248627,1.472591113330005,-220.99850224663007,0.0011715426859710432,8.969046430354468e-05
scene_036_1_6,scene_036/1.png,scene_036/6.png,0.03255266047718878,0.010755715284017172,198.00339422980932,-0.16106618748128182,0.4458320854547269,114.11600279524808,-0.0005762703404212838,-5.14784865728262e-07
scene_033_1_2,scene_033/1.png,scene_033/2.png,1.3187450619568153,-0.00972877016471812,-143.17574933242656,0.09467341407554832,1.1957315304683516,-58.389422836512026,0.00019155107061776796,-2.02832311554271e-05
scene_033_1_3,scene_033/1.png,scene_033/3.png,1.6403079076277118,-0.0013384984504648608,-221.5735279416175,0.17034889533140057,1.4395681295611316,-155.51334599620114,0.00036358092572228335,-3.219034289713086e-05
scene_033_1_4,scene_033/1.png,scene_033/4.png,3.1454002983590255,-0.045185479860765786,-349.56737941322723,0.7833913475882645,2.8042764793635007,-838.2894082545996,0.0014950770760815513,-3.65589259075087e-05
scene_033_1_5,scene_033/1.png,scene_033/5.png,3.6382202052091555,-0.08691988950276243,-160.9411996842936,0.9637726913970007,3.2719021310181526,-1070.8366219415943,0.0018631610102604577,-5.071231254932912e-05
scene_033_1_6,scene_033/1.png,scene_033/6.png,3.679527251416292,-0.0009483883571009962,94.17952725141629,0.9870091814807579,3.3868919710881027,-1108.3219378784918,0.0019462785700332097,-3.4827114670834145e-05
scene_038_1_2,scene_038/1.png,scene_038/2.png,1.3591485190112738,-0.005954765072473917,52.23623795852632,0.1413166344893815,1.2227034921524103,-104.7245591045045,0.0003218562125501415,-7.475967069132814e-06
scene_038_1_3,scene_038/1.png,scene_038/3.png,2.098990100989901,0.03199180081991801,22.456754324567545,0.37486251374862517,1.8624137586241376,-395.30046995300467,0.0009610638936106389,1.0154984501549846e-05
scene_038_1_4,scene_038/1.png,scene_038/4.png,0.42903353840047626,0.017613613812264336,13.488787457828934,-0.1645961500297678,0.7715518952173049,93.60091287953959,-0.00038266521135145866,2.165211351458623e-05
scene_038_1_5,scene_038/1.png,scene_038/5.png,0.2415710078730693,0.06861990904902138,48.26512009936495,-0.2335677224192159,0.7953001983292265,68.21924394494862,-0.0005267744455796623,5.08744515896388e-05
scene_038_1_6,scene_038/1.png,scene_038/6.png,0.19006056995333132,0.0475692582663092,71.18955416542546,-0.22175553569655443,0.8247045973587527,16.89802402939132,-0.0005751365306325091,6.957799622678978e-05
scene_029_1_2,scene_029/1.png,scene_029/2.png,0.63263,0.001679,211.33,-0.027901,0.65071,172.66,-3.6475e-05,-1.5978e-05
scene_029_1_3,scene_029/1.png,scene_029/3.png,1.2877710807184766,-0.035533350687839166,282.2443380924728,0.19336590640581508,1.13278199403272,-46.475700354432405,0.0004034421994833697,1.262139810568894e-05
scene_029_1_4,scene_029/1.png,scene_029/4.png,1.0589730503267385,-0.013393777457544007,562.8608884485675,0.18083200736537672,0.9378045973560699,36.49864401012739,0.00043749937454341673,5.941137030031923e-06
scene_029_1_5,scene_029/1.png,scene_029/5.png,0.41410871302957636,0.04594224620303757,45.01998401278977,-0.13891886490807354,0.701818545163869,133.3433253397282,-0.00029023780975219823,1.6703637090327737e-05
scene_029_1_6,scene_029/1.png,scene_029/6.png,0.2844595268988921,0.025888811258608643,101.32747779219483,-0.1385068370096816,0.6330671723724922,141.48118574708056,-0.00032649965066373893,9.930931230661742e-06
scene_017_1_2,scene_017/1.png,scene_017/2.png,0.74922,-0.0014388,-75.597,-0.074158,0.94323,40.455,-0.00018126,-6.2301e-06
scene_017_1_3,scene_017/1.png,scene_017/3.png,0.54864,-0.010797,-6.1494,-0.11876,0.86651,111.28,-0.00026448,-1.8961e-05
scene_017_1_4,scene_017/1.png,scene_017/4.png,0.3762439614734505,-0.0026077433163637816,58.02286388686076,-0.13990378364321934,0.8189992298690778,117.41996139343689,-0.00032281487852935,-1.137993458888011e-05
scene_017_1_5,scene_017/1.png,scene_017/5.png,0.27025972857014274,0.002501175129264219,10.7431817499925,-0.137495124463691,0.8056186180479853,82.96912660392643,-0.00035611917310904203,-3.7965176169378634e-07
scene_017_1_6,scene_017/1.png,scene_017/6.png,0.15175031040974085,0.010903392478071053,56.49056754916489,-0.15926022349501343,0.8337805903793006,59.069972363519845,-0.0004158489205751592,5.846817799495333e-06
scene_007_1_2,scene_007/1.png,scene_007/2.png,1.3873864883744138,-0.06965073345973456,29.257559125835744,0.18923261151581677,1.0262448857399462,22.002794132322123,0.0005287795629178724,-9.799121844127332e-05
scene_007_1_3,scene_007/1.png,scene_007/3.png,1.727055067837191,-0.08637071029529131,128.8607342378292,0.3872705506783719,1.0999600957701516,-2.2110933758978453,0.0010921787709497206,-0.0001175977653631285
scene_007_1_4,scene_007/1.png,scene_007/4.png,0.38643764892772037,0.015233320095313741,55.45075456711675,-0.1750397140587768,0.8393864177918983,86.71961874503573,-0.0004903196981731532,-2.0883637807783953e-05
scene_007_1_5,scene_007/1.png,scene_007/5.png,0.41957429878655256,0.014116769444997016,101.30296399443006,-0.1346727670578874,0.8206087129500695,67.05092500497314,-0.00043532922220011934,2.856475034812015e-06
scene_007_1_6,scene_007/1.png,scene_007/6.png,3.0938121766812574,-0.15066653402307997,355.133306804616,1.1773776362912851,2.0709311579785115,-342.9864703541583,0.0035801830481496217,-0.00015305411858336648
scene_019_1_2,scene_019/1.png,scene_019/2.png,0.6062862282630422,-0.013026184289426345,217.64941035378774,0.08739856086348191,0.5211473116130323,32.687387567459524,0.0002150309814111533,2.92634419348391e-07
scene_019_1_3,scene_019/1.png,scene_019/3.png,0.7859793731931538,0.022019266357898106,160.4829593765943,0.09104404453469646,0.6859963788050056,-76.88037052227236,0.00029695799613872574,4.24410055318255e-05
scene_019_1_4,scene_019/1.png,scene_019/4.png,0.4294070592940706,0.007155884411558844,96.25637436256375,-0.019535046495350462,0.4837216278372163,43.04469553044696,-7.86901309869013e-05,1.601139886011399e-05
scene_019_1_5,scene_019/1.png,scene_019/5.png,0.15114604584183366,-0.0008940257610304413,241.66966678667148,-0.07863614544581783,0.4591983679347174,14.453578143125725,-0.00033246329853194126,3.1153246129845195e-05
scene_019_1_6,scene_019/1.png,scene_019/6.png,1.1778911189715122,0.009894485806186558,199.64527991823402,0.27585999579145665,1.065062076014309,-288.225096946802,0.0008664188302253574,9.247271962083028e-05
scene_012_1_2,scene_012/1.png,scene_012/2.png,0.8771,0.00026849,-1.1131,-0.035484,0.88589,36.525,-7.7192e-05,-1.833e-05
scene_012_1_3,scene_012/1.png,scene_012/3.png,0.624132482649653,-0.044316886337726756,89.88479769595392,-0.09416288325766516,0.6779135582711654,150.6330126602532,-0.00020649412988259767,-6.718434368687373e-05
scene_012_1_4,scene_012/1.png,scene_012/4.png,0.12683678266697343,-0.03964149603384982,330.5958728031129,-0.18925488391633574,0.46986626121575253,254.27373938442148,-0.00039868561882946057,-3.9652499224775186e-05
scene_012_1_5,scene_012/1.png,scene_012/5.png,0.0843850534518933,-0.022016185433110205,252.07313417923874,-0.20981116994704768,0.5127884903586772,245.15935657907886,-0.0004465980617444301,-2.6186432211010095e-05
scene_012_1_6,scene_012/1.png,scene_012/6.png,0.04467558394889199,-0.016583150329407065,227.4306248752246,-0.2134457975643841,0.5154621680974246,263.48572569375125,-0.0004640347374725494,-1.726891595128768e-05
